0, 0.1, 0.009836, 0.0001427, 0.009513, 0.0001471, 0.009513, 0.0002748, 0.009513, 0.0001412
0, 0.2, 0.009727, 0.000329, 0.00904, 0.000339, 0.00904, 0.0005996, 0.00904, 0.0003286
0, 0.3, 0.01006, 0.0005211, 0.009079, 0.0005357, 0.009079, 0.0009197, 0.009079, 0.000536
0, 0.4, 0.009978, 0.0006878, 0.00859, 0.000707, 0.00859, 0.001216, 0.00859, 0.0007033
0, 0.5, 0.01019, 0.0008427, 0.008481, 0.0008657, 0.008481, 0.001493, 0.008481, 0.0008742
0, 0.6, 0.01019, 0.0009847, 0.008077, 0.001011, 0.008077, 0.001755, 0.008077, 0.001017
0, 0.7, 0.01047, 0.00117, 0.008117, 0.0012, 0.008117, 0.002049, 0.008117, 0.001189
0, 0.8, 0.0105, 0.001333, 0.007751, 0.001366, 0.007751, 0.00232, 0.007751, 0.001369
0, 0.9, 0.01099, 0.001516, 0.008344, 0.001551, 0.008344, 0.002603, 0.008344, 0.001553
0, 1.0, 0.01132, 0.001693, 0.009098, 0.001732, 0.009098, 0.00289, 0.009098, 0.001733
0, 1.0, 8.828e-06, 0.004231, 1.87e-05, 0.001763, 1.684e-06, 0.01195, 1.871e-05, 0.001733
0, 1.1, 1.359e-05, 0.004208, 2.54e-05, 0.001774, 4.053e-06, 0.01195, 2.54e-05, 0.001742
0, 1.2, 0.0001042, 0.004185, 0.0001335, 0.001796, 7.291e-05, 0.01197, 0.0001335, 0.001765
0, 1.3, 7.754e-05, 0.004134, 0.0001031, 0.00179, 5.093e-05, 0.01197, 0.0001031, 0.001754
0, 1.4, 4.998e-05, 0.004095, 7.09e-05, 0.001821, 2.915e-05, 0.012, 7.091e-05, 0.00181
0, 1.5, 9.358e-05, 0.00407, 0.0001215, 0.001863, 6.409e-05, 0.01203, 0.0001215, 0.001834
0, 1.6, 4.974e-05, 0.004029, 7.062e-05, 0.001897, 2.897e-05, 0.01205, 7.063e-05, 0.001883
0, 1.7, 2.525e-05, 0.003992, 4.067e-05, 0.001922, 1.124e-05, 0.01207, 4.068e-05, 0.001911
0, 1.8, 5.426e-05, 0.003967, 7.598e-05, 0.001951, 3.244e-05, 0.01209, 7.599e-05, 0.001943
0, 1.9, 5.446e-05, 0.003934, 7.621e-05, 0.001985, 3.259e-05, 0.01211, 7.623e-05, 0.001982
0, 2.0, 0.000103, 0.003906, 0.0001322, 0.002022, 7.193e-05, 0.01214, 0.0001322, 0.00201
0, 2.0, 1.062e-06, 0.00384, 2.126e-07, 0.002098, 6.892e-06, 0.01122, 2.121e-07, 0.00201
0, 2.1, 2.351e-06, 0.003829, 9.286e-07, 0.002108, 4.507e-06, 0.01124, 9.275e-07, 0.00202
0, 2.2, 3.504e-05, 0.003834, 4.21e-05, 0.002122, 9.151e-05, 0.01125, 4.211e-05, 0.002033
0, 2.3, 7.757e-05, 0.00381, 8.789e-05, 0.002154, 0.0001549, 0.01129, 8.79e-05, 0.002069
0, 2.4, 0.0001031, 0.003789, 0.0001149, 0.002197, 0.00019, 0.01133, 0.0001149, 0.002102
0, 2.5, 4.4e-05, 0.003781, 5.187e-05, 0.002249, 0.0001056, 0.01138, 5.187e-05, 0.002172
0, 2.6, 1.534e-05, 0.003777, 2.012e-05, 0.002286, 5.727e-05, 0.01142, 2.013e-05, 0.002186
0, 2.7, 2.438e-06, 0.003804, 4.541e-06, 0.002313, 2.72e-05, 0.01144, 4.543e-06, 0.00222
0, 2.8, 1.022e-06, 0.003793, 2.498e-06, 0.002333, 2.177e-05, 0.01146, 2.5e-06, 0.002253
0, 2.9, 2.807e-05, 0.003788, 2.237e-05, 0.002351, 2.703e-06, 0.01148, 2.236e-05, 0.002255
0, 3.0, 5.596e-05, 0.003772, 4.778e-05, 0.002355, 1.467e-05, 0.01149, 4.777e-05, 0.002263
0, 3.0, 3.05e-05, 0.003687, 1.66e-05, 0.002329, 1.585e-06, 0.01174, 1.68e-05, 0.002263
0, 3.1, 5.75e-05, 0.003703, 3.765e-05, 0.00232, 1.104e-05, 0.01172, 3.794e-05, 0.002268
0, 3.2, 8.558e-05, 0.003669, 6.093e-05, 0.002334, 2.495e-05, 0.01175, 6.13e-05, 0.002273
0, 3.3, 8.214e-05, 0.003647, 5.803e-05, 0.002336, 2.31e-05, 0.01176, 5.84e-05, 0.002287
0, 3.4, 0.0001117, 0.003656, 8.325e-05, 0.002313, 3.988e-05, 0.01174, 8.368e-05, 0.002266
0, 3.5, 5.594e-05, 0.003643, 3.639e-05, 0.002304, 1.036e-05, 0.01174, 3.668e-05, 0.002252
0, 3.6, 8.934e-05, 0.003652, 6.411e-05, 0.002284, 2.7e-05, 0.01172, 6.449e-05, 0.002234
0, 3.7, 0.0001221, 0.003622, 9.233e-05, 0.002299, 4.625e-05, 0.01174, 9.278e-05, 0.002248
0, 3.8, 1.62e-05, 0.003589, 6.637e-06, 0.002315, 5.757e-08, 0.01177, 6.76e-06, 0.002258
0, 3.9, 2.874e-05, 0.003597, 1.531e-05, 0.002304, 1.204e-06, 0.01176, 1.55e-05, 0.00225
0, 4.0, 3.382e-06, 0.003592, 1.517e-07, 0.002304, 5.889e-06, 0.01176, 1.709e-07, 0.002252
0, 4.0, 6.869e-06, 0.003615, 1.761e-05, 0.002248, 4.973e-05, 0.01209, 1.75e-05, 0.002252
0, 4.1, 2.453e-08, 0.003637, 2.014e-06, 0.002246, 1.83e-05, 0.01208, 1.977e-06, 0.002244
0, 4.2, 4.767e-07, 0.003642, 7.838e-07, 0.00226, 1.402e-05, 0.01209, 7.61e-07, 0.002254
0, 4.3, 2.4e-05, 0.00366, 4.189e-05, 0.002242, 8.695e-05, 0.01207, 4.172e-05, 0.002248
0, 4.4, 5.651e-05, 0.003688, 8.26e-05, 0.002239, 0.0001424, 0.01206, 8.237e-05, 0.002228
0, 4.5, 1.135e-05, 0.003723, 2.444e-05, 0.002239, 6.082e-05, 0.01205, 2.431e-05, 0.002229
